"id";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10"
"1";-2.97741249278689;-1.71645742834985;-3.04711500740146;-1.06561099863144;-1.19009666628513;-0.22488844606868;-2.40768213761097;-0.765202809075965;-0.154047926467221;2.2100541099889
"1";-0.968316515994092;-1.28207751051705;-3.95310826273567;-3.41162932079862;0.932380415487094;-1.61423194868249;0.178941496702785;1.94706689237264;-0.612620189570364;1.57145371818999
"1";1.29809821750378;0.957366762878913;-3.38403309806731;-0.972336286404054;-1.22593598521214;0.0657460994805653;0.205318295221349;1.16059527722542;-1.08458349896435;-3.27367585079263
"1";-2.3263864663889;0.37660921593667;-2.35773199730489;0.287431026093833;-2.119291919556;0.157648999596689;0.414044700374762;-0.187576105060698;-2.04679267310667;-0.801518425058199
"1";-2.12814910446519;-0.666235748946464;-5.24493494960892;-3.87671165592801;-1.97105674888546;1.87035974810636;-0.488716645339641;-0.120713521608929;-0.374431620075174;-1.49273536703692
"1";-1.53986075984483;0.102215553881512;-3.8705946592059;-2.29185952587342;-0.942634767646626;-0.54192757522599;1.63875727949389;-0.879083323482922;-2.76069370489434;-0.151839260007006
"1";-0.0486909446508309;3.32561057426983;-1.17678758285714;-2.01649907696758;1.50987480707629;1.6880363931895;1.37061692998349;-0.557812344158058;-0.0234672352600933;-0.19885266358358
"1";0.803006867896758;-1.35366137380382;-2.51913466470763;-2.39181783292704;0.994805268558768;-0.780566946853975;-4.72636132694394;0.90379002725994;-1.20533946149401;1.18373428134458
"1";-0.949900890152917;-0.511095749775485;-5.49326996690272;-0.103324584065862;-0.0194571431577371;-1.29415511949913;1.46302849977845;-2.47663889771289;-0.76841710690016;-2.15566603842506
"1";1.20515696440253;-2.50078771386674;-4.16488766751195;-1.74372323222632;-0.0196170233265167;2.44716802989419;-2.33332973106205;0.455237397547826;2.06078365368136;1.00052348543374
"1";0.460310996475467;1.46097429910343;-2.38637489259711;1.12428085300062;5.3555301023832;0.832602053376382;-3.20737927689758;-1.25578849066449;-0.269051687076573;1.81457034409626
"1";-2.87869329671977;0.335724745232646;-4.06980190663887;1.83163459403485;1.0852019732294;1.27843989202437;-1.38338374963291;-1.1529501045011;2.67379910021417;-2.56367463193274
"1";-0.80938554839001;1.40516764335903;-1.54802743156508;-4.03135136585009;0.52842947530731;-0.308419862300164;0.521354211759892;-1.67810349305353;-2.40597195161897;0.561595231307176
"1";-1.6121053368066;-0.793203052146567;-1.98346069166783;0.073479971024847;-1.7117335661902;1.9019664430934;-0.465484619713677;-0.230993021705463;0.451000944385268;-0.237720090621764
"1";0.463556622783728;2.01417669855783;-4.45929293458677;-0.981475701399007;-0.67870994172771;-0.134098461901531;-1.13695520641811;-0.813656423139786;-1.27232846230184;-0.336202696986602
"1";-1.55537669546277;-1.53337980450919;-4.5264084415866;-1.03513002043326;-0.440252721996642;-0.000672633741607989;-1.67722080994465;0.279139186651113;-0.751255264994425;2.26442057938285
"1";3.36352886024279;0.616080785784213;-3.40998072345672;0.516195255403325;1.4461918578451;-1.43550859781673;-5.04735152913079;0.149808045111227;-2.30059287390531;3.0581548357416
"1";-1.07435618305582;-3.54913536886651;-4.22383560267354;0.617179063509403;1.31817563640778;-0.800484209767431;1.06305261506864;-1.20583873155968;0.0239590797004894;1.7611380640205
"1";-1.07912237649994;-1.32265254764243;-5.74324367742785;-0.571244264166555;2.05161481913665;-0.0800293338304473;-1.60558348234364;0.242554699796634;0.843526557053223;-0.154150491501567
"1";-0.838809677357861;-0.431256197683179;-0.285456362909752;0.0928140025563879;0.890375955533961;-2.40686805852761;-2.2848774394468;-0.266643197314892;0.425661928060765;1.23770148125227
"2";0.986806167423921;-2.27743512102827;1.83362184642424;-0.617608271210514;-1.07702803837024;0.869091731026353;-0.207876750500662;2.22910127769966;-2.0390368013182;-1.24747510960872
